267,7,789,1412,450,204,1,1,1
267,10,96,884,297,296,1,1,1
267,9,0,1893,406,266,1,1,1
267,11,3206,942,181,149,1,0,1
267,12,2915,887,229,116,1,1,1
267,13,2953,684,152,113,1,1,1
267,14,2343,210,192,143,1,1,1
268,7,780,1434,455,205,1,1,1
268,10,87,899,292,299,1,1,1
268,9,0,1921,396,238,1,1,1
268,11,3214,958,177,147,1,0,1
268,12,2919,903,230,116,1,1,1
268,13,2958,698,152,114,1,1,1
268,14,2343,218,198,146,1,1,1
269,7,775,1456,456,209,1,1,1
269,10,79,914,287,302,1,1,1
269,9,0,1950,386,209,1,1,1
269,11,3221,974,174,145,1,0,1
269,12,2924,918,227,117,1,1,1
269,13,2962,712,153,114,1,1,1
269,14,2343,226,204,149,1,1,1
270,7,769,1479,457,213,1,1,1
270,10,70,929,282,305,1,1,1
270,9,0,1978,376,181,1,1,1
270,11,3219,987,181,150,1,0,1
270,12,2929,932,224,118,1,1,1
270,13,2967,726,153,115,1,1,1
270,14,2344,235,211,153,1,1,1
271,7,764,1501,458,217,1,1,1
271,10,58,945,280,306,1,1,1
271,9,0,2009,359,150,1,1,1
271,11,3217,1001,188,154,1,0,1
271,12,2933,947,221,119,1,1,1
271,13,2972,740,154,115,1,1,1
271,14,2344,243,217,156,1,1,1
272,7,758,1524,459,221,1,1,1
272,10,47,961,279,307,1,1,1
272,9,0,2040,342,119,1,1,1
272,11,3215,1014,195,159,1,0,1
272,12,2938,962,218,120,1,1,1
272,13,2976,754,154,115,1,1,1
272,14,2344,251,223,159,1,1,1
273,7,753,1546,460,225,1,1,1
273,10,35,977,277,309,1,1,1
273,11,3213,1027,202,163,1,0,1
273,12,2943,976,215,120,1,1,1
273,13,2981,768,155,116,1,1,1
273,14,2344,259,229,162,1,1,1
274,7,748,1568,460,228,1,1,1
274,10,23,992,275,310,1,1,1
274,11,3211,1041,209,168,1,0,1
274,12,2948,991,212,121,1,1,1
274,13,2986,783,155,116,1,1,1
274,14,2355,268,218,159,1,1,1
275,7,742,1591,461,232,1,1,1
275,10,12,1008,274,311,1,1,1
275,11,3209,1054,216,172,1,0,1
275,12,2952,1005,209,122,1,1,1
275,13,2990,797,156,117,1,1,1
275,14,2365,277,207,155,1,1,1
276,7,737,1613,462,236,1,1,1
276,10,0,1024,272,312,1,1,1
276,11,3210,1071,220,174,1,0,1
276,12,2957,1020,206,123,1,1,1
276,13,2995,811,156,117,1,1,1
276,14,2376,286,196,152,1,1,1
277,7,731,1636,463,240,1,1,1
277,10,0,1039,255,312,1,1,1
277,11,3212,1089,224,176,1,0,1
277,12,2963,1035,207,125,1,1,1
277,13,2999,825,157,118,1,1,1
277,14,2386,294,184,149,1,1,1
278,7,726,1658,464,244,1,1,1
278,10,0,1055,238,313,1,1,1
278,11,3213,1106,228,177,1,0,1
278,12,2969,1049,208,127,1,1,1
278,13,3004,839,157,118,1,1,1
278,14,2397,303,173,146,1,1,1
279,7,724,1681,462,249,1,1,1
279,10,0,1070,220,313,1,1,1
279,11,3215,1124,232,179,1,0,1
279,12,2975,1064,209,129,1,1,1
279,13,3009,853,157,119,1,1,1
279,14,2407,312,162,142,1,1,1
280,7,722,1704,461,253,1,1,1
280,10,0,1086,203,314,1,1,1
280,11,3216,1141,236,181,1,0,1
280,12,2981,1079,211,131,1,1,1
280,13,3013,867,156,120,1,1,1
280,14,2418,321,151,139,1,1,1
281,7,720,1727,459,258,1,1,1
281,10,0,1101,186,314,1,1,1
281,11,3219,1162,239,179,1,0,1
281,12,2987,1094,212,133,1,1,1
281,13,3018,881,156,121,1,1,1
